1.000000e-03	 1.990005e+00	 1.990000e+00	 1.990011e+00	 1.990005e+00 
2.000000e-03	 1.980022e+00	 1.980011e+00	 1.980034e+00	 1.980023e+00 
3.000000e-03	 1.970053e+00	 1.970035e+00	 1.970073e+00	 1.970054e+00 
4.000000e-03	 1.960100e+00	 1.960073e+00	 1.960127e+00	 1.960100e+00 
5.000000e-03	 1.950163e+00	 1.950128e+00	 1.950200e+00	 1.950164e+00 
6.000000e-03	 1.940246e+00	 1.940202e+00	 1.940292e+00	 1.940247e+00 
7.000000e-03	 1.930350e+00	 1.930295e+00	 1.930406e+00	 1.930351e+00 
8.000000e-03	 1.920476e+00	 1.920410e+00	 1.920543e+00	 1.920477e+00 
9.000000e-03	 1.910626e+00	 1.910548e+00	 1.910705e+00	 1.910627e+00 
1.000000e-02	 1.900802e+00	 1.900712e+00	 1.900893e+00	 1.900803e+00 
1.100000e-02	 1.891005e+00	 1.890902e+00	 1.891109e+00	 1.891006e+00 
1.200000e-02	 1.881237e+00	 1.881121e+00	 1.881355e+00	 1.881239e+00 
1.300000e-02	 1.871500e+00	 1.871369e+00	 1.871632e+00	 1.871501e+00 
1.400000e-02	 1.861794e+00	 1.861649e+00	 1.861942e+00	 1.861796e+00 
1.500000e-02	 1.852123e+00	 1.851962e+00	 1.852285e+00	 1.852125e+00 
1.600000e-02	 1.842486e+00	 1.842309e+00	 1.842664e+00	 1.842488e+00 
1.700000e-02	 1.832885e+00	 1.832692e+00	 1.833080e+00	 1.832887e+00 
1.800000e-02	 1.823322e+00	 1.823113e+00	 1.823534e+00	 1.823325e+00 
1.900000e-02	 1.813799e+00	 1.813572e+00	 1.814028e+00	 1.813801e+00 
2.000000e-02	 1.804316e+00	 1.804071e+00	 1.804563e+00	 1.804318e+00 
2.100000e-02	 1.794874e+00	 1.794611e+00	 1.795139e+00	 1.794877e+00 
2.200000e-02	 1.785476e+00	 1.785194e+00	 1.785759e+00	 1.785478e+00 
2.300000e-02	 1.776122e+00	 1.775821e+00	 1.776424e+00	 1.776124e+00 
2.400000e-02	 1.766813e+00	 1.766493e+00	 1.767135e+00	 1.766815e+00 
2.500000e-02	 1.757551e+00	 1.757211e+00	 1.757892e+00	 1.757553e+00 
2.600000e-02	 1.748336e+00	 1.747977e+00	 1.748697e+00	 1.748339e+00 
2.700000e-02	 1.739171e+00	 1.738791e+00	 1.739552e+00	 1.739174e+00 
2.800000e-02	 1.730055e+00	 1.729655e+00	 1.730457e+00	 1.730058e+00 
2.900000e-02	 1.720991e+00	 1.720570e+00	 1.721413e+00	 1.720994e+00 
3.000000e-02	 1.711978e+00	 1.711537e+00	 1.712421e+00	 1.711981e+00 
3.100000e-02	 1.703019e+00	 1.702556e+00	 1.703483e+00	 1.703022e+00 
3.200000e-02	 1.694113e+00	 1.693629e+00	 1.694598e+00	 1.694116e+00 
3.300000e-02	 1.685263e+00	 1.684757e+00	 1.685769e+00	 1.685266e+00 
3.400000e-02	 1.676468e+00	 1.675941e+00	 1.676995e+00	 1.676471e+00 
3.500000e-02	 1.667730e+00	 1.667181e+00	 1.668279e+00	 1.667733e+00 
3.600000e-02	 1.659049e+00	 1.658479e+00	 1.659620e+00	 1.659052e+00 
3.700000e-02	 1.650427e+00	 1.649835e+00	 1.651019e+00	 1.650430e+00 
3.800000e-02	 1.641864e+00	 1.641250e+00	 1.642477e+00	 1.641867e+00 
3.900000e-02	 1.633360e+00	 1.632724e+00	 1.633996e+00	 1.633363e+00 
4.000000e-02	 1.624917e+00	 1.624260e+00	 1.625574e+00	 1.624921e+00 
4.100000e-02	 1.616536e+00	 1.615856e+00	 1.617214e+00	 1.616539e+00 
4.200000e-02	 1.608216e+00	 1.607514e+00	 1.608916e+00	 1.608219e+00 
4.300000e-02	 1.599959e+00	 1.599235e+00	 1.600681e+00	 1.599962e+00 
4.400000e-02	 1.591765e+00	 1.591020e+00	 1.592508e+00	 1.591768e+00 
4.500000e-02	 1.583635e+00	 1.582868e+00	 1.584399e+00	 1.583638e+00 
4.600000e-02	 1.575568e+00	 1.574780e+00	 1.576355e+00	 1.575572e+00 
4.700000e-02	 1.567567e+00	 1.566757e+00	 1.568375e+00	 1.567570e+00 
4.800000e-02	 1.559631e+00	 1.558800e+00	 1.560460e+00	 1.559634e+00 
4.900000e-02	 1.551761e+00	 1.550909e+00	 1.552610e+00	 1.551764e+00 
