0.000000	2.000000	2.000000	2.000000
0.001000	1.990836	1.990836	1.990836
0.002000	1.981697	1.981697	1.981697
0.003000	1.972585	1.972585	1.972585
0.004000	1.963500	1.963500	1.963500
0.005000	1.954440	1.954440	1.954440
0.006000	1.945406	1.945406	1.945406
0.007000	1.936398	1.936398	1.936398
0.008000	1.927415	1.927415	1.927415
0.009000	1.918458	1.918458	1.918458
0.010000	1.909527	1.909527	1.909527
0.011000	1.900622	1.900622	1.900622
0.012000	1.891741	1.891741	1.891741
0.013000	1.882886	1.882886	1.882886
0.014000	1.874056	1.874056	1.874056
0.015000	1.865252	1.865252	1.865252
0.016000	1.856472	1.856472	1.856472
0.017000	1.847717	1.847717	1.847717
0.018000	1.838988	1.838988	1.838988
0.019000	1.830283	1.830283	1.830283
0.020000	1.821602	1.821602	1.821602
0.021000	1.812947	1.812947	1.812947
0.022000	1.804315	1.804315	1.804315
0.023000	1.795709	1.795709	1.795709
0.024000	1.787126	1.787126	1.787126
0.025000	1.778568	1.778568	1.778568
0.026000	1.770035	1.770035	1.770035
0.027000	1.761525	1.761525	1.761525
0.028000	1.753039	1.753039	1.753039
0.029000	1.744578	1.744578	1.744578
0.030000	1.736140	1.736140	1.736140
0.031000	1.727726	1.727726	1.727726
0.032000	1.719335	1.719335	1.719335
0.033000	1.710969	1.710969	1.710969
0.034000	1.702626	1.702626	1.702626
0.035000	1.694306	1.694306	1.694306
0.036000	1.686010	1.686010	1.686010
0.037000	1.677737	1.677737	1.677737
0.038000	1.669487	1.669487	1.669487
0.039000	1.661261	1.661261	1.661261
0.040000	1.653057	1.653057	1.653057
0.041000	1.644877	1.644877	1.644877
0.042000	1.636719	1.636719	1.636719
0.043000	1.628584	1.628584	1.628584
0.044000	1.620472	1.620472	1.620472
0.045000	1.612383	1.612383	1.612383
0.046000	1.604316	1.604316	1.604316
0.047000	1.596272	1.596272	1.596272
0.048000	1.588251	1.588251	1.588251
0.049000	1.580251	1.580251	1.580251
0.050000	1.572274	1.572274	1.572274
0.051000	1.564319	1.564319	1.564319
0.052000	1.556387	1.556387	1.556387
0.053000	1.548476	1.548476	1.548476
0.054000	1.540588	1.540588	1.540588
0.055000	1.532721	1.532721	1.532721
0.056000	1.524876	1.524876	1.524876
0.057000	1.517053	1.517053	1.517053
0.058000	1.509252	1.509252	1.509252
0.059000	1.501472	1.501472	1.501472
0.060000	1.493714	1.493714	1.493714
0.061000	1.485977	1.485977	1.485977
0.062000	1.478262	1.478261	1.478261
0.063000	1.470568	1.470567	1.470567
0.064000	1.462895	1.462895	1.462895
0.065000	1.455243	1.455243	1.455243
0.066000	1.447613	1.447613	1.447613
0.067000	1.440003	1.440003	1.440003
0.068000	1.432415	1.432415	1.432415
0.069000	1.424847	1.424847	1.424847
0.070000	1.417300	1.417300	1.417300
0.071000	1.409774	1.409774	1.409774
0.072000	1.402269	1.402269	1.402269
0.073000	1.394784	1.394784	1.394784
0.074000	1.387320	1.387320	1.387320
0.075000	1.379876	1.379876	1.379876
0.076000	1.372452	1.372452	1.372452
0.077000	1.365049	1.365049	1.365049
0.078000	1.357667	1.357666	1.357666
0.079000	1.350304	1.350304	1.350304
0.080000	1.342961	1.342961	1.342961
0.081000	1.335639	1.335639	1.335639
0.082000	1.328336	1.328336	1.328336
0.083000	1.321053	1.321053	1.321053
0.084000	1.313791	1.313790	1.313790
0.085000	1.306547	1.306547	1.306547
0.086000	1.299324	1.299324	1.299324
0.087000	1.292120	1.292120	1.292120
0.088000	1.284936	1.284936	1.284936
0.089000	1.277771	1.277771	1.277771
0.090000	1.270626	1.270626	1.270626
0.091000	1.263500	1.263500	1.263500
0.092000	1.256393	1.256393	1.256393
0.093000	1.249306	1.249306	1.249306
0.094000	1.242238	1.242238	1.242238
0.095000	1.235188	1.235188	1.235188
0.096000	1.228158	1.228158	1.228158
0.097000	1.221147	1.221147	1.221147
0.098000	1.214155	1.214155	1.214155
0.099000	1.207181	1.207181	1.207181
0.100000	1.200226	1.200226	1.200226
0.101000	1.193290	1.193290	1.193290
0.102000	1.186373	1.186373	1.186373
0.103000	1.179474	1.179474	1.179474
0.104000	1.172594	1.172593	1.172593
0.105000	1.165732	1.165731	1.165731
0.106000	1.158888	1.158888	1.158888
0.107000	1.152063	1.152063	1.152063
0.108000	1.145256	1.145256	1.145256
0.109000	1.138467	1.138467	1.138467
0.110000	1.131696	1.131696	1.131696
0.111000	1.124943	1.124943	1.124943
0.112000	1.118209	1.118208	1.118208
0.113000	1.111492	1.111492	1.111492
0.114000	1.104793	1.104793	1.104793
0.115000	1.098112	1.098112	1.098112
0.116000	1.091448	1.091448	1.091448
0.117000	1.084803	1.084802	1.084802
0.118000	1.078174	1.078174	1.078174
0.119000	1.071564	1.071564	1.071564
0.120000	1.064971	1.064971	1.064971
0.121000	1.058395	1.058395	1.058395
0.122000	1.051837	1.051837	1.051837
0.123000	1.045296	1.045296	1.045296
0.124000	1.038772	1.038772	1.038772
0.125000	1.032266	1.032265	1.032265
0.126000	1.025776	1.025776	1.025776
0.127000	1.019304	1.019304	1.019304
0.128000	1.012848	1.012848	1.012848
0.129000	1.006410	1.006410	1.006410
0.130000	0.999988	0.999988	0.999988
0.131000	0.993584	0.993584	0.993584
0.132000	0.987196	0.987196	0.987196
0.133000	0.980825	0.980824	0.980824
0.134000	0.974470	0.974470	0.974470
0.135000	0.968132	0.968132	0.968132
0.136000	0.961811	0.961810	0.961810
0.137000	0.955506	0.955505	0.955505
0.138000	0.949217	0.949217	0.949217
0.139000	0.942945	0.942945	0.942945
0.140000	0.936689	0.936689	0.936689
0.141000	0.930449	0.930449	0.930449
0.142000	0.924226	0.924225	0.924225
0.143000	0.918018	0.918018	0.918018
0.144000	0.911827	0.911827	0.911827
0.145000	0.905652	0.905651	0.905651
0.146000	0.899492	0.899492	0.899492
0.147000	0.893349	0.893349	0.893349
0.148000	0.887221	0.887221	0.887221
0.149000	0.881109	0.881109	0.881109
0.150000	0.875013	0.875013	0.875013
0.151000	0.868933	0.868933	0.868933
0.152000	0.862868	0.862868	0.862868
0.153000	0.856819	0.856819	0.856819
0.154000	0.850785	0.850785	0.850785
0.155000	0.844767	0.844767	0.844767
0.156000	0.838764	0.838764	0.838764
0.157000	0.832777	0.832776	0.832776
0.158000	0.826804	0.826804	0.826804
0.159000	0.820847	0.820847	0.820847
0.160000	0.814906	0.814905	0.814905
0.161000	0.808979	0.808979	0.808979
0.162000	0.803067	0.803067	0.803067
0.163000	0.797171	0.797171	0.797171
0.164000	0.791289	0.791289	0.791289
0.165000	0.785422	0.785422	0.785422
0.166000	0.779570	0.779570	0.779570
0.167000	0.773733	0.773733	0.773733
0.168000	0.767911	0.767911	0.767911
0.169000	0.762104	0.762103	0.762103
0.170000	0.756311	0.756310	0.756310
0.171000	0.750532	0.750532	0.750532
0.172000	0.744768	0.744768	0.744768
0.173000	0.739019	0.739019	0.739019
0.174000	0.733284	0.733284	0.733284
0.175000	0.727564	0.727563	0.727563
0.176000	0.721857	0.721857	0.721857
0.177000	0.716166	0.716165	0.716165
0.178000	0.710488	0.710488	0.710488
0.179000	0.704824	0.704824	0.704824
0.180000	0.699175	0.699175	0.699175
0.181000	0.693540	0.693540	0.693540
0.182000	0.687919	0.687918	0.687918
0.183000	0.682311	0.682311	0.682311
0.184000	0.676718	0.676718	0.676718
0.185000	0.671138	0.671138	0.671138
0.186000	0.665573	0.665573	0.665573
0.187000	0.660021	0.660021	0.660021
0.188000	0.654483	0.654483	0.654483
0.189000	0.648958	0.648958	0.648958
0.190000	0.643448	0.643447	0.643447
0.191000	0.637950	0.637950	0.637950
0.192000	0.632467	0.632466	0.632466
0.193000	0.626996	0.626996	0.626996
0.194000	0.621540	0.621539	0.621539
0.195000	0.616096	0.616096	0.616096
0.196000	0.610666	0.610666	0.610666
0.197000	0.605249	0.605249	0.605249
0.198000	0.599846	0.599845	0.599845
0.199000	0.594455	0.594455	0.594455
0.200000	0.589078	0.589078	0.589078
0.201000	0.583714	0.583714	0.583714
0.202000	0.578363	0.578363	0.578363
0.203000	0.573025	0.573024	0.573024
0.204000	0.567700	0.567699	0.567699
0.205000	0.562387	0.562387	0.562387
0.206000	0.557088	0.557088	0.557088
0.207000	0.551801	0.551801	0.551801
0.208000	0.546527	0.546527	0.546527
0.209000	0.541266	0.541266	0.541266
0.210000	0.536018	0.536018	0.536018
0.211000	0.530782	0.530782	0.530782
0.212000	0.525559	0.525559	0.525559
0.213000	0.520348	0.520348	0.520348
0.214000	0.515150	0.515150	0.515150
0.215000	0.509964	0.509964	0.509964
0.216000	0.504791	0.504791	0.504791
0.217000	0.499630	0.499630	0.499630
0.218000	0.494481	0.494481	0.494481
0.219000	0.489345	0.489344	0.489344
0.220000	0.484220	0.484220	0.484220
0.221000	0.479108	0.479108	0.479108
0.222000	0.474008	0.474008	0.474008
0.223000	0.468920	0.468920	0.468920
0.224000	0.463845	0.463844	0.463844
0.225000	0.458781	0.458781	0.458781
0.226000	0.453729	0.453729	0.453729
0.227000	0.448689	0.448689	0.448689
0.228000	0.443661	0.443660	0.443660
0.229000	0.438644	0.438644	0.438644
0.230000	0.433640	0.433640	0.433640
0.231000	0.428647	0.428647	0.428647
0.232000	0.423666	0.423665	0.423665
0.233000	0.418696	0.418696	0.418696
0.234000	0.413738	0.413738	0.413738
0.235000	0.408792	0.408792	0.408792
0.236000	0.403857	0.403857	0.403857
0.237000	0.398934	0.398933	0.398933
0.238000	0.394022	0.394021	0.394021
0.239000	0.389121	0.389121	0.389121
0.240000	0.384232	0.384232	0.384232
0.241000	0.379354	0.379354	0.379354
0.242000	0.374487	0.374487	0.374487
0.243000	0.369632	0.369631	0.369631
0.244000	0.364787	0.364787	0.364787
0.245000	0.359954	0.359954	0.359954
0.246000	0.355132	0.355132	0.355132
0.247000	0.350321	0.350321	0.350321
0.248000	0.345521	0.345521	0.345521
0.249000	0.340732	0.340732	0.340732
0.250000	0.335954	0.335953	0.335953
0.251000	0.331186	0.331186	0.331186
0.252000	0.326430	0.326430	0.326430
0.253000	0.321684	0.321684	0.321684
0.254000	0.316949	0.316949	0.316949
0.255000	0.312225	0.312225	0.312225
0.256000	0.307512	0.307511	0.307511
0.257000	0.302809	0.302809	0.302809
0.258000	0.298117	0.298116	0.298116
0.259000	0.293435	0.293435	0.293435
0.260000	0.288764	0.288764	0.288764
0.261000	0.284103	0.284103	0.284103
0.262000	0.279453	0.279453	0.279453
0.263000	0.274813	0.274813	0.274813
0.264000	0.270183	0.270183	0.270183
0.265000	0.265564	0.265564	0.265564
0.266000	0.260955	0.260955	0.260955
0.267000	0.256357	0.256356	0.256356
0.268000	0.251768	0.251768	0.251768
0.269000	0.247190	0.247190	0.247190
0.270000	0.242622	0.242622	0.242622
0.271000	0.238064	0.238063	0.238063
0.272000	0.233516	0.233515	0.233515
0.273000	0.228978	0.228977	0.228977
0.274000	0.224450	0.224449	0.224449
0.275000	0.219931	0.219931	0.219931
0.276000	0.215423	0.215423	0.215423
0.277000	0.210925	0.210925	0.210925
0.278000	0.206436	0.206436	0.206436
0.279000	0.201958	0.201957	0.201957
0.280000	0.197489	0.197488	0.197488
0.281000	0.193029	0.193029	0.193029
0.282000	0.188580	0.188579	0.188579
0.283000	0.184140	0.184139	0.184139
0.284000	0.179709	0.179709	0.179709
0.285000	0.175288	0.175288	0.175288
0.286000	0.170877	0.170877	0.170877
0.287000	0.166475	0.166475	0.166475
0.288000	0.162083	0.162083	0.162083
0.289000	0.157700	0.157700	0.157700
0.290000	0.153326	0.153326	0.153326
0.291000	0.148962	0.148962	0.148962
0.292000	0.144607	0.144607	0.144607
0.293000	0.140261	0.140261	0.140261
0.294000	0.135925	0.135925	0.135925
0.295000	0.131597	0.131597	0.131597
0.296000	0.127279	0.127279	0.127279
0.297000	0.122970	0.122970	0.122970
0.298000	0.118670	0.118670	0.118670
0.299000	0.114380	0.114379	0.114379
0.300000	0.110098	0.110098	0.110098
0.301000	0.105825	0.105825	0.105825
0.302000	0.101561	0.101561	0.101561
0.303000	0.097306	0.097306	0.097306
0.304000	0.093060	0.093060	0.093060
0.305000	0.088823	0.088822	0.088822
0.306000	0.084594	0.084594	0.084594
0.307000	0.080374	0.080374	0.080374
0.308000	0.076163	0.076163	0.076163
0.309000	0.071961	0.071961	0.071961
0.310000	0.067768	0.067767	0.067767
0.311000	0.063583	0.063582	0.063582
0.312000	0.059406	0.059406	0.059406
0.313000	0.055239	0.055238	0.055238
0.314000	0.051079	0.051079	0.051079
0.315000	0.046929	0.046928	0.046928
0.316000	0.042786	0.042786	0.042786
0.317000	0.038652	0.038652	0.038652
0.318000	0.034527	0.034527	0.034527
0.319000	0.030410	0.030410	0.030410
0.320000	0.026301	0.026301	0.026301
0.321000	0.022201	0.022200	0.022200
0.322000	0.018108	0.018108	0.018108
0.323000	0.014024	0.014024	0.014024
0.324000	0.009949	0.009948	0.009948
0.325000	0.005881	0.005881	0.005881
